id,months_on_book,status,dpd,payment_amount
103189,38,Late,0.2,31.29
102965,20,Paid,0.0,59.48
101851,59,Paid,0.0,141.85
108953,4,Paid,0.0,91.62
106996,50,Default,89.4,36.2
110960,11,Paid,0.0,38.56
108362,21,Paid,0.0,23.43
111175,28,Paid,0.0,90.4
110303,12,Paid,0.0,32.78
109281,18,Late,5.4,122.15
103514,47,Paid,0.0,23.94
111928,8,Late,17.2,62.41
104931,11,Paid,0.0,38.43
108321,8,Paid,0.0,25.63
110610,26,Paid,0.0,83.39
105706,50,Paid,0.0,34.98
103308,17,Late,12.2,42.66
104345,48,Paid,0.0,51.29
113600,49,Written-off,360.9,76.93
108190,51,Paid,0.0,52.85
105344,36,Paid,0.0,51.4
112762,3,Paid,0.0,96.43
103673,30,Paid,0.0,70.64
101827,14,Paid,0.0,101.48
114553,41,Paid,0.0,52.87
105290,32,Paid,0.0,47.16
103918,3,Paid,0.0,55.73
108301,37,Paid,0.0,115.57
106691,30,Default,85.1,66.28
102206,55,Written-off,174.2,69.11
106532,19,Paid,0.0,125.25
108607,10,Paid,0.0,68.84
104314,14,Paid,0.0,37.85
100823,10,Default,35.9,33.15
114975,59,Paid,0.0,54.42
111335,18,Paid,0.0,79.43
105266,57,Late,43.6,45.92
110009,13,Paid,0.0,46.31
104270,34,Paid,0.0,124.96
109683,23,Paid,0.0,35.44
104301,43,Paid,0.0,36.78
108879,56,Default,44.2,95.1
109013,39,Paid,0.0,130.43
100281,6,Paid,0.0,29.04
112761,59,Paid,0.0,47.39
101468,30,Paid,0.0,84.6
106884,2,Paid,0.0,32.99
102725,29,Paid,0.0,107.1
114455,46,Late,17.8,61.96
103386,10,Default,31.6,154.04
101701,54,Written-off,157.4,66.22
105589,34,Paid,0.0,41.89
100976,13,Paid,0.0,53.0
112202,50,Default,80.5,38.18
103867,48,Paid,0.0,63.68
113250,32,Paid,0.0,66.57
107507,1,Paid,0.0,49.53
103878,27,Paid,0.0,93.34
110584,3,Paid,0.0,271.06
112769,23,Late,18.5,32.5
111256,7,Paid,0.0,55.55
100375,20,Paid,0.0,81.3
110239,40,Paid,0.0,53.47
107034,1,Paid,0.0,134.9
105835,44,Paid,0.0,127.81
101994,58,Late,58.0,53.24
101004,56,Late,13.1,77.79
111412,22,Paid,0.0,29.61
103934,37,Paid,0.0,44.04
114345,56,Paid,0.0,45.54
114109,18,Paid,0.0,75.98
112461,2,Paid,0.0,33.72
106189,29,Paid,0.0,47.16
108653,16,Paid,0.0,42.86
109287,13,Default,99.1,48.4
109238,27,Paid,0.0,52.17
100976,43,Paid,0.0,81.14
111302,35,Paid,0.0,62.39
108353,35,Paid,0.0,83.56
112832,47,Paid,0.0,58.53
106254,4,Paid,0.0,145.28
109456,27,Paid,0.0,113.86
106641,51,Default,192.2,36.1
105514,50,Written-off,123.1,33.34
112775,41,Paid,0.0,52.03
100683,59,Late,11.8,162.12
108494,21,Paid,0.0,41.03
100761,7,Paid,0.0,47.09
111710,30,Late,30.4,54.84
100444,34,Paid,0.0,48.79
109310,9,Paid,0.0,71.01
104808,25,Paid,0.0,51.25
110846,30,Late,1.6,73.19
108466,54,Paid,0.0,56.98
100525,21,Paid,0.0,80.83
111544,57,Written-off,103.1,20.0
106042,6,Paid,0.0,48.93
102405,30,Paid,0.0,53.69
106710,50,Paid,0.0,25.41
101059,51,Paid,0.0,83.09
109763,51,Late,2.8,43.61
101426,50,Default,60.9,79.17
111605,22,Late,15.8,38.4
112146,46,Default,55.0,148.17
102718,7,Paid,0.0,50.05
111206,48,Paid,0.0,58.18
100509,37,Paid,0.0,126.0
107827,32,Paid,0.0,86.09
114795,50,Default,74.9,129.6
103171,29,Paid,0.0,81.96
110074,40,Late,40.3,89.99
114195,34,Paid,0.0,119.82
112897,46,Late,3.5,70.67
113573,22,Paid,0.0,195.41
101674,45,Late,18.3,55.11
112196,25,Late,1.2,46.02
104066,59,Default,71.9,62.3
101716,24,Paid,0.0,46.5
114366,37,Default,81.9,105.15
100911,2,Paid,0.0,88.66
108562,37,Written-off,172.7,168.01
109361,55,Paid,0.0,40.78
114628,19,Late,16.1,62.9
105176,20,Paid,0.0,54.83
112441,28,Paid,0.0,43.34
101828,31,Paid,0.0,66.63
103316,32,Paid,0.0,53.29
102325,59,Paid,0.0,95.05
100697,17,Default,39.5,49.9
108593,42,Paid,0.0,53.01
104040,57,Paid,0.0,41.35
110879,19,Paid,0.0,29.12
101206,7,Default,56.0,30.33
100747,23,Paid,0.0,88.56
109614,14,Written-off,90.6,85.54
114608,56,Paid,0.0,34.1
102285,22,Late,13.8,135.56
102545,33,Paid,0.0,67.02
100983,58,Paid,0.0,49.99
112893,51,Paid,0.0,103.42
105361,8,Paid,0.0,55.1
106818,21,Paid,0.0,45.22
102921,42,Late,48.4,222.42
109699,56,Paid,0.0,111.29
109944,20,Paid,0.0,53.53
113905,20,Late,8.1,47.13
112519,16,Paid,0.0,66.69
100145,42,Paid,0.0,31.07
106838,46,Paid,0.0,82.54
107528,14,Paid,0.0,82.96
107608,3,Late,2.0,150.53
111145,26,Paid,0.0,36.61
108984,23,Paid,0.0,216.04
111734,12,Paid,0.0,41.36
110229,43,Paid,0.0,58.42
112119,16,Paid,0.0,92.73
100245,53,Paid,0.0,123.05
110503,35,Late,0.9,49.25
112564,49,Paid,0.0,135.29
111503,31,Paid,0.0,58.11
104021,15,Paid,0.0,71.37
106724,58,Late,23.9,200.23
103204,30,Default,72.3,55.03
108249,36,Written-off,111.2,128.69
105119,43,Paid,0.0,95.26
101634,27,Paid,0.0,27.09
108044,1,Paid,0.0,99.62
102119,34,Paid,0.0,154.79
112085,27,Paid,0.0,94.45
112602,25,Paid,0.0,28.8
114703,39,Paid,0.0,42.68
101799,38,Default,86.4,48.86
105901,34,Late,15.8,147.47
109620,22,Default,75.6,38.36
108487,38,Paid,0.0,105.68
104063,2,Late,13.1,93.08
109979,5,Paid,0.0,98.17
108708,37,Paid,0.0,116.39
111446,6,Paid,0.0,50.86
105553,41,Late,8.9,44.55
110150,36,Paid,0.0,67.64
103824,35,Paid,0.0,43.03
104169,58,Paid,0.0,28.98
107429,49,Paid,0.0,88.43
109115,2,Written-off,101.5,125.79
101076,20,Paid,0.0,121.96
100974,10,Paid,0.0,66.98
105871,26,Default,31.8,45.53
101511,39,Paid,0.0,64.52
111232,54,Default,106.6,48.83
109691,38,Late,46.5,155.13
104578,26,Paid,0.0,97.9
102294,28,Late,61.1,178.33
102150,28,Paid,0.0,21.55
107148,37,Paid,0.0,130.72
111651,12,Paid,0.0,115.35
106607,59,Default,49.7,96.63
107854,53,Paid,0.0,27.37
102638,14,Paid,0.0,80.21
111144,26,Late,27.3,49.7
104883,11,Paid,0.0,40.95
100390,28,Late,1.9,30.7
107543,15,Late,24.3,75.53
113776,53,Paid,0.0,53.11
112050,39,Written-off,188.4,62.84
102996,1,Paid,0.0,51.13
110672,22,Paid,0.0,87.9
103716,8,Paid,0.0,240.45
106884,5,Paid,0.0,51.22
106378,21,Paid,0.0,45.26
114238,14,Late,55.6,73.28
114354,5,Paid,0.0,43.43
102242,52,Default,263.8,79.04
113440,40,Paid,0.0,155.06
114585,3,Paid,0.0,29.34
101512,59,Paid,0.0,72.49
104443,26,Late,11.0,48.11
103017,53,Late,7.3,80.97
110154,49,Paid,0.0,50.36
112417,23,Late,19.5,54.05
105271,20,Paid,0.0,47.52
110099,17,Paid,0.0,43.64
106235,52,Paid,0.0,87.53
114538,1,Late,35.3,65.06
110367,15,Paid,0.0,57.41
111800,18,Late,14.5,131.92
109914,8,Paid,0.0,34.98
112000,41,Paid,0.0,125.64
103898,56,Paid,0.0,46.41
108794,4,Paid,0.0,28.8
112213,58,Paid,0.0,87.47
104372,47,Late,22.5,54.68
101226,17,Paid,0.0,39.27
112824,19,Paid,0.0,39.66
106341,17,Late,21.1,67.65
100958,50,Default,169.9,106.12
103134,36,Paid,0.0,96.85
109730,36,Paid,0.0,83.87
101625,42,Late,1.5,64.88
111435,45,Paid,0.0,30.57
104812,13,Default,46.4,54.86
113059,16,Paid,0.0,56.37
114168,48,Paid,0.0,126.23
112218,57,Paid,0.0,57.62
109713,7,Paid,0.0,86.31
106544,56,Paid,0.0,33.35
105234,47,Default,498.4,66.15
103990,57,Paid,0.0,25.51
109255,56,Paid,0.0,36.15
106816,50,Default,259.0,55.54
113700,3,Paid,0.0,84.43
110234,8,Paid,0.0,46.29
100332,38,Paid,0.0,112.03
100679,38,Paid,0.0,48.76
113004,29,Paid,0.0,52.86
103631,53,Paid,0.0,77.78
113139,45,Written-off,96.6,258.97
105100,8,Paid,0.0,72.14
104383,53,Paid,0.0,281.1
100944,54,Paid,0.0,70.13
100584,47,Paid,0.0,46.02
113687,24,Paid,0.0,36.89
106820,12,Late,13.6,67.03
102841,45,Paid,0.0,34.26
111251,18,Paid,0.0,59.97
105774,25,Paid,0.0,22.65
103010,50,Written-off,228.3,42.35
104526,46,Paid,0.0,70.55
105915,39,Paid,0.0,65.51
101463,12,Paid,0.0,63.7
110294,5,Paid,0.0,45.58
106452,49,Late,11.3,87.46
109241,30,Paid,0.0,68.73
113457,55,Paid,0.0,46.09
111130,25,Late,12.5,52.14
101102,53,Paid,0.0,156.18
101081,59,Paid,0.0,117.12
101198,1,Paid,0.0,47.42
114166,28,Paid,0.0,56.67
105021,59,Default,173.4,57.53
106403,47,Paid,0.0,96.38
107598,57,Default,66.4,74.23
104217,39,Paid,0.0,43.0
107457,11,Paid,0.0,22.45
104074,16,Written-off,344.5,42.25
102281,26,Late,25.1,98.26
103554,39,Paid,0.0,44.25
110373,40,Paid,0.0,34.1
102223,29,Default,102.8,133.4
101916,13,Paid,0.0,46.72
112988,52,Paid,0.0,52.56
106359,7,Paid,0.0,36.42
102830,48,Late,9.4,68.86
110894,27,Paid,0.0,44.2
114429,35,Paid,0.0,57.54
109262,57,Paid,0.0,203.43
100413,59,Paid,0.0,38.53
100489,20,Paid,0.0,72.52
114495,29,Paid,0.0,30.59
102721,33,Paid,0.0,85.31
112121,51,Paid,0.0,107.52
100564,27,Paid,0.0,53.28
107610,11,Paid,0.0,59.15
103592,7,Paid,0.0,34.23
102397,34,Default,36.0,59.06
110255,49,Paid,0.0,61.45
103320,4,Default,155.0,73.96
105040,55,Default,126.0,38.12
114499,54,Paid,0.0,38.27
111379,45,Paid,0.0,70.12
104077,45,Late,39.1,59.4
102811,47,Paid,0.0,124.9
103406,29,Paid,0.0,82.44
108475,30,Paid,0.0,92.18
101330,25,Late,6.8,88.97
110609,14,Paid,0.0,45.15
103879,38,Paid,0.0,84.01
106166,20,Paid,0.0,59.0
112583,17,Paid,0.0,30.53
106331,8,Paid,0.0,73.95
101420,38,Paid,0.0,52.26
112408,11,Paid,0.0,27.28
101109,17,Paid,0.0,236.98
108614,56,Paid,0.0,46.58
113124,18,Paid,0.0,47.19
111020,1,Late,12.9,33.58
112054,22,Paid,0.0,386.87
100922,1,Paid,0.0,80.62
105282,4,Paid,0.0,112.42
107573,25,Paid,0.0,31.65
110238,15,Default,51.8,182.18
110055,25,Paid,0.0,41.35
103019,28,Paid,0.0,37.37
101698,41,Paid,0.0,42.94
112576,38,Paid,0.0,36.91
102311,26,Default,186.6,185.03
109715,26,Late,6.9,102.49
102434,49,Paid,0.0,56.68
112635,39,Late,5.4,70.39
104787,53,Paid,0.0,191.66
104227,58,Paid,0.0,72.29
111062,56,Paid,0.0,75.73
103638,21,Paid,0.0,23.08
111398,56,Paid,0.0,69.01
103712,50,Paid,0.0,128.91
103112,26,Paid,0.0,50.27
112935,54,Paid,0.0,77.7
110300,6,Default,50.9,20.51
107401,13,Paid,0.0,58.54
101252,11,Paid,0.0,57.02
100897,35,Paid,0.0,39.08
108311,31,Paid,0.0,50.96
113652,31,Paid,0.0,24.87
112884,53,Late,9.1,60.23
109964,58,Paid,0.0,37.56
104813,25,Late,5.2,20.0
108664,33,Paid,0.0,140.13
109304,49,Paid,0.0,54.47
104830,17,Paid,0.0,44.09
108861,28,Paid,0.0,54.78
111417,23,Paid,0.0,61.91
110530,12,Paid,0.0,49.68
106839,24,Written-off,97.5,79.02
101662,12,Paid,0.0,35.91
114478,27,Late,16.2,34.16
106382,5,Paid,0.0,57.06
101112,51,Late,31.3,22.8
112890,55,Written-off,218.6,56.2
107632,41,Paid,0.0,171.39
112197,24,Paid,0.0,102.65
107181,40,Paid,0.0,43.5
108348,6,Paid,0.0,52.34
111417,1,Paid,0.0,31.35
111817,32,Paid,0.0,41.15
112984,35,Paid,0.0,37.48
105969,19,Paid,0.0,46.65
107877,20,Paid,0.0,44.87
109948,35,Paid,0.0,49.18
111747,53,Paid,0.0,45.33
105367,22,Written-off,543.5,33.19
110600,58,Default,269.6,52.33
114373,38,Paid,0.0,45.17
107640,1,Paid,0.0,40.05
101857,54,Late,0.2,83.13
100970,18,Paid,0.0,37.34
106396,20,Late,14.9,43.87
111587,18,Paid,0.0,25.54
100175,42,Late,17.5,57.84
112192,50,Paid,0.0,94.94
114294,53,Paid,0.0,50.02
103533,57,Paid,0.0,93.58
111199,16,Late,26.8,30.42
106316,21,Late,10.6,33.27
111875,57,Paid,0.0,48.38
100083,11,Paid,0.0,20.0
114581,26,Paid,0.0,60.16
108630,33,Paid,0.0,185.72
104039,41,Paid,0.0,62.83
106924,15,Late,0.6,28.54
104536,29,Paid,0.0,82.24
105651,27,Paid,0.0,67.31
103454,58,Paid,0.0,50.74
106521,54,Paid,0.0,51.19
100558,10,Paid,0.0,35.7
104959,33,Default,34.3,50.33
101973,31,Written-off,94.6,54.03
113652,4,Paid,0.0,29.81
110602,21,Late,39.4,80.17
114195,58,Paid,0.0,118.87
102250,27,Paid,0.0,22.63
102056,3,Paid,0.0,52.66
110054,58,Paid,0.0,93.39
114014,3,Paid,0.0,144.22
103758,51,Late,32.5,97.93
107831,42,Paid,0.0,36.27
100867,7,Paid,0.0,68.31
113089,51,Late,4.0,31.31
103406,15,Paid,0.0,37.06
101693,7,Paid,0.0,106.96
109639,43,Paid,0.0,43.15
112186,13,Paid,0.0,29.11
113795,57,Written-off,98.0,30.79
102954,48,Paid,0.0,41.1
104033,40,Paid,0.0,40.27
111732,38,Paid,0.0,21.67
102534,35,Late,10.5,92.04
101681,29,Paid,0.0,81.89
100493,42,Paid,0.0,82.9
108709,1,Paid,0.0,23.6
112462,29,Paid,0.0,46.94
110470,35,Late,12.9,110.83
109272,57,Paid,0.0,49.22
106972,7,Paid,0.0,32.36
105916,24,Paid,0.0,48.17
113542,59,Late,9.7,69.11
100908,36,Default,70.4,122.22
108615,27,Late,34.7,35.85
100048,15,Paid,0.0,142.62
106246,33,Paid,0.0,37.24
113452,16,Paid,0.0,27.36
105758,21,Paid,0.0,98.52
113512,1,Paid,0.0,35.57
109918,28,Paid,0.0,61.21
107810,35,Paid,0.0,52.53
108340,12,Late,8.1,72.68
112825,22,Paid,0.0,45.08
110161,37,Paid,0.0,42.68
113672,33,Paid,0.0,65.1
102120,51,Paid,0.0,78.56
110673,17,Paid,0.0,37.87
110146,30,Paid,0.0,50.46
102675,55,Paid,0.0,51.51
109884,47,Paid,0.0,50.37
103866,2,Paid,0.0,95.86
112434,25,Paid,0.0,149.74
112931,47,Late,6.4,120.72
103190,39,Paid,0.0,122.24
105777,17,Paid,0.0,55.95
100639,46,Paid,0.0,78.19
107099,5,Paid,0.0,41.12
112196,39,Paid,0.0,71.22
105884,7,Paid,0.0,79.91
101727,11,Paid,0.0,78.74
104694,7,Paid,0.0,106.04
113307,17,Default,148.8,47.81
107850,50,Late,19.6,26.5
112869,35,Paid,0.0,92.96
102869,57,Paid,0.0,42.41
112894,3,Paid,0.0,36.97
109431,8,Paid,0.0,34.7
103286,45,Paid,0.0,51.61
101270,23,Paid,0.0,65.94
114280,6,Paid,0.0,56.88
108734,48,Paid,0.0,55.12
105123,50,Paid,0.0,68.98
102809,35,Paid,0.0,39.24
108280,9,Paid,0.0,117.39
104759,32,Late,42.2,96.01
106166,32,Default,52.7,43.14
113502,5,Paid,0.0,20.0
100157,4,Paid,0.0,38.0
108222,3,Paid,0.0,50.59
103964,19,Paid,0.0,50.38
114019,9,Default,45.2,142.18
112346,12,Paid,0.0,40.66
105562,36,Paid,0.0,30.88
111246,34,Paid,0.0,59.0
113422,5,Paid,0.0,79.15
102196,43,Late,26.4,44.84
107784,42,Paid,0.0,71.14
105115,2,Paid,0.0,21.66
105743,27,Default,44.4,61.45
109412,32,Paid,0.0,54.79
102974,11,Paid,0.0,66.31
114115,26,Written-off,216.6,95.04
106940,12,Default,192.8,29.31
108222,16,Paid,0.0,57.46
110488,41,Paid,0.0,63.91
101508,21,Paid,0.0,53.58
114726,45,Paid,0.0,151.83
102463,42,Paid,0.0,88.56
109249,7,Paid,0.0,45.32
107046,38,Paid,0.0,56.46
112870,23,Paid,0.0,86.08
105684,42,Late,28.8,49.47
103718,34,Paid,0.0,73.35
102209,38,Paid,0.0,95.51
114534,6,Paid,0.0,46.95
113286,26,Paid,0.0,61.32
107234,57,Paid,0.0,123.44
100015,43,Paid,0.0,88.52
100944,15,Paid,0.0,27.03
108251,43,Default,60.8,31.34
101076,39,Default,51.3,62.77
111901,3,Paid,0.0,81.81
107234,20,Paid,0.0,54.98
112559,1,Paid,0.0,141.13
103224,20,Paid,0.0,53.1
107590,46,Paid,0.0,82.07
100117,50,Paid,0.0,33.76
105791,30,Late,16.8,90.54
107647,24,Paid,0.0,74.57
105896,7,Paid,0.0,61.02
113342,38,Paid,0.0,140.29
105083,32,Paid,0.0,85.12
105395,56,Late,21.2,77.84
107744,1,Paid,0.0,65.15
105656,43,Paid,0.0,49.75
113511,1,Paid,0.0,46.51
104467,50,Late,37.0,56.42
111718,40,Paid,0.0,96.98
104338,28,Late,12.9,88.36
101170,16,Written-off,95.6,118.4
113812,5,Paid,0.0,30.58
104075,27,Paid,0.0,124.71
101863,42,Paid,0.0,39.32
107608,1,Default,204.3,165.84
107726,57,Paid,0.0,60.44
110675,23,Paid,0.0,78.13
112748,7,Written-off,105.4,42.25
102850,31,Paid,0.0,26.61
106428,24,Paid,0.0,42.96
108167,4,Paid,0.0,49.75
109250,43,Paid,0.0,97.83
110519,24,Paid,0.0,56.41
100897,50,Paid,0.0,57.68
102352,6,Late,14.5,68.45
104426,56,Paid,0.0,73.15
105395,59,Late,37.3,45.17
104121,36,Paid,0.0,36.76
105609,55,Late,25.1,57.81
101995,6,Paid,0.0,56.46
110062,14,Late,14.9,231.01
110731,37,Paid,0.0,32.28
108275,15,Paid,0.0,61.75
107793,18,Paid,0.0,53.18
100116,53,Late,4.9,144.19
103484,55,Late,14.2,52.2
102149,19,Default,41.8,74.56
109533,22,Paid,0.0,38.57
111592,36,Paid,0.0,120.87
101345,23,Default,157.7,98.26
109573,49,Paid,0.0,50.1
105283,39,Paid,0.0,155.88
114711,25,Paid,0.0,103.86
113588,58,Paid,0.0,45.99
102935,54,Paid,0.0,67.95
102272,53,Late,7.3,90.17
100322,58,Late,20.8,50.03
105191,34,Paid,0.0,94.15
105313,26,Paid,0.0,52.36
111923,6,Paid,0.0,41.61
108219,28,Paid,0.0,187.44
105677,38,Default,56.0,267.0
100978,38,Paid,0.0,27.51
101528,13,Paid,0.0,45.57
105606,46,Written-off,209.2,151.2
113352,37,Paid,0.0,75.41
106904,46,Paid,0.0,79.93
103287,6,Late,1.9,39.68
105349,19,Late,7.8,58.55
103927,29,Paid,0.0,68.12
101817,59,Paid,0.0,43.13
103877,19,Written-off,602.2,27.06
108472,33,Paid,0.0,78.45
110758,33,Paid,0.0,58.31
104990,28,Paid,0.0,63.15
105347,18,Late,18.8,60.19
108098,24,Late,17.0,89.9
105899,56,Paid,0.0,39.06
103514,40,Paid,0.0,64.83
113114,38,Paid,0.0,52.73
104741,41,Paid,0.0,119.96
106732,56,Paid,0.0,51.18
105522,32,Paid,0.0,56.54
113738,54,Paid,0.0,164.32
107234,42,Paid,0.0,51.23
110374,29,Paid,0.0,72.07
113254,56,Paid,0.0,62.69
106983,7,Paid,0.0,224.84
109071,28,Paid,0.0,137.47
113270,31,Paid,0.0,27.24
110210,7,Paid,0.0,130.33
105227,56,Paid,0.0,61.38
112501,59,Default,35.6,44.7
114512,18,Paid,0.0,42.78
100162,18,Paid,0.0,65.05
100403,8,Paid,0.0,43.47
107073,12,Paid,0.0,53.15
100995,33,Paid,0.0,90.41
114133,53,Paid,0.0,72.67
112369,47,Late,0.1,56.74
112593,44,Paid,0.0,61.29
106308,35,Paid,0.0,93.54
101757,36,Paid,0.0,25.32
109535,47,Paid,0.0,67.76
101878,14,Late,15.4,80.14
104186,3,Paid,0.0,38.6
100722,51,Late,22.8,70.08
107078,18,Default,45.8,64.76
102562,9,Paid,0.0,91.8
101180,26,Late,13.9,92.23
106011,11,Paid,0.0,86.05
102615,14,Paid,0.0,52.43
100221,25,Paid,0.0,102.92
105392,36,Paid,0.0,56.39
102205,3,Paid,0.0,39.39
100464,48,Paid,0.0,58.51
105840,19,Paid,0.0,86.89
101542,46,Paid,0.0,79.99
113621,44,Paid,0.0,143.14
109596,33,Paid,0.0,46.96
103828,1,Late,19.0,56.28
114038,8,Paid,0.0,54.64
106636,28,Paid,0.0,48.34
101698,29,Paid,0.0,60.21
102164,21,Paid,0.0,139.11
113659,36,Late,4.3,72.43
103742,50,Paid,0.0,36.53
108571,46,Paid,0.0,47.96
102021,22,Paid,0.0,84.76
104076,34,Late,41.3,84.33
108082,21,Late,56.5,73.88
100064,45,Paid,0.0,80.65
105819,16,Paid,0.0,45.15
100243,27,Paid,0.0,128.04
101374,54,Late,0.0,73.48
109732,17,Paid,0.0,71.29
103416,9,Paid,0.0,116.64
113115,32,Paid,0.0,47.76
112440,33,Paid,0.0,50.47
113782,43,Paid,0.0,106.04
111434,18,Late,29.2,68.47
108745,6,Paid,0.0,85.82
108006,3,Paid,0.0,109.38
107200,14,Late,10.9,67.79
109723,17,Late,41.1,37.81
101681,11,Written-off,103.0,64.69
113282,43,Paid,0.0,89.97
104752,15,Paid,0.0,58.33
110196,54,Late,29.8,56.77
106564,17,Paid,0.0,37.28
107571,44,Paid,0.0,81.65
103273,15,Default,33.9,95.33
103500,27,Late,35.9,41.68
103049,41,Paid,0.0,53.27
109172,40,Paid,0.0,60.92
113289,34,Paid,0.0,35.98
100989,45,Paid,0.0,45.41
113094,53,Paid,0.0,29.17
103438,6,Paid,0.0,21.78
113993,32,Paid,0.0,40.78
103771,21,Paid,0.0,64.48
106194,26,Paid,0.0,281.23
110637,53,Paid,0.0,29.62
111813,34,Default,52.3,35.65
111534,3,Late,5.5,20.0
101112,37,Late,17.0,57.91
103012,31,Paid,0.0,33.95
104196,27,Paid,0.0,61.58
108437,49,Paid,0.0,258.32
109761,40,Paid,0.0,80.76
108437,37,Paid,0.0,70.37
107302,15,Paid,0.0,47.92
103482,22,Paid,0.0,28.63
114363,48,Paid,0.0,64.1
101851,35,Paid,0.0,41.4
108444,27,Paid,0.0,48.71
104376,2,Paid,0.0,40.17
110401,13,Paid,0.0,43.4
113781,41,Paid,0.0,40.53
105514,39,Paid,0.0,75.62
109726,50,Late,1.2,47.29
105604,45,Late,19.3,39.4
101447,4,Paid,0.0,28.31
106774,39,Paid,0.0,92.58
103216,50,Paid,0.0,88.15
113575,16,Paid,0.0,240.84
112204,8,Paid,0.0,36.99
113154,21,Default,79.0,48.11
113624,25,Paid,0.0,74.39
113424,5,Paid,0.0,47.61
107677,49,Paid,0.0,51.72
108252,38,Paid,0.0,211.05
107238,6,Paid,0.0,45.6
100902,25,Paid,0.0,95.91
101328,25,Default,45.4,36.83
109127,5,Paid,0.0,31.8
101215,55,Paid,0.0,42.42
105328,55,Late,5.7,55.41
109117,2,Paid,0.0,76.53
105705,56,Late,5.0,45.48
114033,31,Paid,0.0,20.0
108688,25,Paid,0.0,211.41
107575,53,Paid,0.0,273.1
109420,47,Paid,0.0,68.81
105068,16,Paid,0.0,52.49
108323,50,Paid,0.0,84.75
100001,5,Late,8.5,38.22
100571,4,Paid,0.0,40.06
103521,28,Late,10.6,141.18
103635,37,Paid,0.0,68.39
112540,24,Default,130.9,21.84
112856,30,Paid,0.0,137.28
105026,10,Paid,0.0,77.74
102570,10,Late,20.5,45.76
104424,50,Late,6.2,29.42
110693,19,Paid,0.0,44.84
109841,1,Paid,0.0,246.35
109901,29,Paid,0.0,76.83
107034,41,Paid,0.0,162.22
106904,42,Paid,0.0,88.37
103773,18,Late,3.4,80.69
105008,8,Paid,0.0,53.06
105905,36,Paid,0.0,39.42
108848,51,Paid,0.0,69.51
105262,11,Paid,0.0,60.47
110765,6,Paid,0.0,121.1
114360,22,Paid,0.0,75.91
101440,45,Paid,0.0,64.21
100551,57,Paid,0.0,130.41
104569,2,Paid,0.0,158.99
111648,57,Default,55.5,37.23
102984,24,Paid,0.0,68.91
111150,24,Paid,0.0,72.5
111598,59,Paid,0.0,41.76
114995,58,Paid,0.0,66.36
103472,49,Paid,0.0,65.39
105493,15,Late,10.9,57.14
114084,41,Paid,0.0,91.76
111654,53,Late,6.9,60.46
100798,48,Default,38.4,26.05
107419,45,Paid,0.0,28.18
110220,17,Paid,0.0,54.61
113256,13,Paid,0.0,55.9
106904,7,Paid,0.0,140.35
110341,10,Paid,0.0,39.96
107849,5,Paid,0.0,150.96
108069,41,Paid,0.0,56.51
102656,4,Paid,0.0,77.13
107998,22,Paid,0.0,125.2
106749,18,Paid,0.0,57.32
100746,18,Paid,0.0,31.2
101906,12,Paid,0.0,59.6
109009,51,Paid,0.0,46.52
114291,55,Paid,0.0,32.03
107790,4,Late,24.3,56.26
100637,18,Paid,0.0,53.52
110853,8,Paid,0.0,55.78
107948,26,Paid,0.0,61.14
108775,50,Late,48.2,41.86
103320,44,Paid,0.0,110.16
103889,51,Paid,0.0,29.74
110371,52,Paid,0.0,26.83
112890,26,Late,75.7,52.84
107826,50,Paid,0.0,55.21
108178,34,Paid,0.0,59.45
112132,45,Paid,0.0,31.06
102513,22,Paid,0.0,41.56
108303,32,Paid,0.0,59.15
100510,41,Paid,0.0,93.51
113404,50,Paid,0.0,60.59
103484,59,Paid,0.0,67.35
103271,23,Paid,0.0,89.61
102696,39,Paid,0.0,69.05
113100,23,Paid,0.0,259.06
113110,7,Paid,0.0,47.16
105648,29,Paid,0.0,164.72
100978,55,Late,30.1,35.27
102192,38,Paid,0.0,51.1
114095,16,Paid,0.0,28.9
107503,26,Paid,0.0,55.61
102601,38,Paid,0.0,80.03
113993,38,Paid,0.0,46.38
103513,53,Paid,0.0,37.88
104343,2,Paid,0.0,51.87
100250,52,Paid,0.0,47.28
106001,6,Default,151.8,59.97
100376,52,Paid,0.0,38.34
108227,26,Late,4.9,46.72
104734,7,Late,1.8,45.06
101546,13,Paid,0.0,67.14
109005,10,Paid,0.0,41.75
112193,17,Paid,0.0,82.81
105705,33,Paid,0.0,23.82
114858,23,Late,47.3,45.19
113984,23,Paid,0.0,75.93
102590,14,Paid,0.0,56.83
105272,44,Paid,0.0,53.68
104668,12,Paid,0.0,84.24
113169,54,Paid,0.0,114.98
105749,23,Default,53.6,62.53
112205,42,Paid,0.0,154.34
110195,23,Paid,0.0,191.71
108643,52,Paid,0.0,36.72
108032,20,Paid,0.0,31.71
102223,59,Default,143.5,65.85
109812,16,Default,73.0,33.73
104893,25,Paid,0.0,45.59
105915,35,Paid,0.0,74.28
100921,29,Paid,0.0,51.78
110470,33,Late,13.6,112.28
112972,45,Paid,0.0,91.02
112677,15,Late,49.2,26.45
105589,38,Paid,0.0,51.91
110183,16,Default,58.1,65.1
112330,25,Default,49.6,41.82
113733,47,Default,41.5,60.14
100216,38,Paid,0.0,209.88
102619,11,Paid,0.0,48.98
112012,53,Paid,0.0,116.45
108992,1,Paid,0.0,45.39
